id,word,polarity
1424,bitch,negative
1425,bitume,negative
1426,bizarre,negative
1427,bizarrerie,negative
1428,blablabla,negative
1429,blafard,negative
1430,blagant,positive
1431,blague,positive
1432,blaguer,positive
1433,blagueur,positive
1434,blah,negative
1435,blaireau,negative
1436,blam,negative
1437,blâmable,negative
1438,blâme,negative
1439,blâmer,negative
1440,blanc,positive
1441,blanchâtre,negative
1442,blancheur,positive
1443,blanchisserie,positive
1444,blasé,negative
1445,blasement,negative
1446,blason,positive
1447,blasphématoire,negative
1448,blasphème,negative
1449,blême,negative
1450,blêmeur,positive
1451,blennorragie,negative
1452,blessant,negative
1453,blessé,negative
1454,blesser,negative
1455,blessure,negative
1456,bleu,negative
1457,bleuâtre,negative
1458,blindage,positive
1459,blinder,negative
1460,blitz,negative
1461,blizzard,negative
1462,bloc,negative
1463,blocage,negative
1464,blocus,negative
1465,blond,positive
1466,blond|blonde,positive
1467,bloquer,negative
1468,blouse,positive
1469,blouser,positive
1470,blues,negative
1471,bluff,negative
1472,bluffer,negative
1473,blurt,negative
1474,boa,negative
1475,bobard,negative
1476,bocal,positive
1477,bogue,positive
1478,boire,positive
1479,bois,positive
1480,boiser,positive
1481,boisseau,positive
1482,boisson,positive
1483,boite,positive
1484,boîte,positive
1485,boitement,negative
1486,boiter,negative
1487,boiteux,negative
1488,boîtier,positive
1489,bol,positive
1490,bombardement,negative
1491,bombarder,negative
1492,bombardier,negative
1493,bombe,negative
1494,bon,positive
1495,bonbon,positive
1496,bonbons,positive
1497,bond,positive
1498,bonde,negative
1499,bonder,negative
1500,bonehead,negative
1501,bonheur,positive
1502,bonhomie,positive
1503,boniment,negative
1504,bonne,positive
1505,bonnet,positive
1506,bonneterie,positive
1507,bonté,positive
1508,bonus,positive
1509,boomerang,positive
1510,booster,positive
1511,bord,positive
1512,bordeau|bordeaux,negative
1513,bordée,positive
1514,bordel,negative
1515,border,positive
1516,boréal,positive
1517,boréals,positive
1518,borner,negative
1519,bosquet,positive
1520,boston,positive
1521,botanique,positive
1522,botaniste,positive
1523,botte,positive
1524,bouc,negative
1525,bouchage,negative
1526,bouché,negative
1527,boucher,negative
1528,bouchère,negative
1529,boucherie,negative
1530,bouchon,positive
1531,bouclée,negative
1532,boucler,positive
1533,bouclier,positive
1534,bouderie,negative
1535,boue,negative
1536,bouée,positive
1537,boueux,negative
1538,bouffant,negative
1539,bouffer,positive
1540,bouffir,negative
1541,bouffissure,negative
1542,bouffon,negative
1543,bougeoir,positive
1544,bougie,positive
1545,bougonner,negative
1546,bougre,negative
1547,bouillant,negative
1548,bouillir,negative
1549,bouilloire,positive
1550,bouillon,positive
1551,bouillonnement,positive
1552,bouillonner,negative
1553,boulangerie,positive
1554,boule,positive
1555,bouleau,negative
1556,bouledogue,positive
1557,boulet,positive
1558,boulette,positive
1559,bouleversant,negative
1560,bouleversé,negative
1561,bouleversement,negative
1562,bouleverser,negative
1563,boulimie,positive
1564,boulon,positive
1565,boulonner,positive
1566,bouquet,positive
1567,bourbe,negative
1568,bourbier,negative
1569,bourde,negative
1570,bourdon,negative
1571,bourdonnement,negative
1572,bourdonner,negative
1573,bourgeois,negative
1574,bourgeon,positive
1575,bourrasque,negative
1576,bourreau,negative
1577,bourrèlement,negative
1578,bourru,negative
1579,boursoufler,negative
1580,bousculade,negative
1581,bousculer,negative
1582,bouse,negative
1583,bousillage,negative
1584,boussole,positive
1585,boutade,positive
1586,boute-en-train,positive
1587,bouteille,positive
1588,boutique,positive
1589,boutonner,positive
1590,boutonneux,negative
1591,bovin,negative
1592,box,positive
1593,boxe,negative
1594,boxer,positive
1595,boxeur,positive
1596,boxeuse,positive
1597,boyau,negative
1598,boyauter,positive
1599,boycott,negative
1600,boycottage,negative
1601,boycotter,negative
1602,bracelet,positive
1603,brachial,positive
1604,braconnage,negative
1605,brailler,negative
1606,brainstorming,positive
1607,braise,negative
1608,brancard,negative
1609,branche,positive
1610,brancher,positive
1611,branchie,positive
1612,brandissent,negative
1613,brandy,positive
1614,branhcée,positive
1615,branlant,negative
1616,branle-bas,negative
1617,branler,negative
1618,branleur,negative
1619,branquignol,negative
1620,braquage,negative
1621,braque,negative
1622,braquer,negative
1623,bras,positive
1624,brasier,negative
1625,brassage,positive
1626,brasser,positive
1627,bravade,negative
1628,brave,positive
1629,braves,positive
1630,bravo,positive
1631,bravoure,positive
1632,breakdown,negative
1633,brebis,positive
1634,brèche,negative
1635,bredouillement,negative
1636,bredouiller,negative
1637,bref,positive
1638,bretelle,positive
1639,brève,positive
1640,brevet,positive
1641,breveter,positive
1642,bribe,positive
1643,brick,negative
1644,bricoler,positive
1645,bride,negative
1646,brider,negative
1647,brièvement,positive
1648,brigade,positive
1649,brillant,positive
1650,briller,positive
1651,brillian,positive
1652,brimade,negative
1653,brin,positive
1654,brindezingue,negative
1655,brindille,negative
1656,brique,positive
1657,brise,negative
1658,brisé,negative
1659,brisement,negative
1660,briser,negative
1661,briseur,negative
1662,brocart,positive
1663,broche,positive
1664,brochet,negative
1665,brochette,negative
1666,brochure,positive
1667,broder,positive
1668,broderie,positive
1669,bronco,negative
1670,bronzage,positive
1671,bronze,positive
1672,bronzer,positive
1673,brosse,positive
1674,brouette,positive
1675,brouillage,negative
1676,brouillard,negative
1677,brouillement,negative
1678,brouiller,negative
1679,brouillon,positive
1680,broussaille,negative
1681,broussailleux,negative
1682,brousse,positive
1683,broutille,negative
1684,broyage,negative
1685,broyer,negative
1686,broyeur,negative
1687,bruine,negative
1688,bruiner,negative
1689,bruissement,negative
1690,bruit,negative
1691,brûlant,negative
1692,brûlé,negative
1693,brûlée,negative
1694,brûler,negative
1695,brûleur,negative
1696,brûlure,negative
1697,brume,negative
1698,brumer,negative
1699,brumeux,negative
1700,brun,positive
1701,brun|brune,positive
1702,brunet,positive
1703,brunir,negative
1704,brusque,negative
1705,brusquement,negative
1706,brusquer,negative
1707,brut,negative
1708,brutal,negative
1709,brutale,negative
1710,brutaliser,negative
1711,brutalité,negative
1712,brute,negative
1713,bruts,negative
1714,bruyamment,negative
1715,bruyant,negative
1716,bruyère,negative
1717,bu,negative
1718,buccal,positive
1719,bûche,positive
1720,budget,positive
1721,budgétiser,positive
1722,buffet,positive
1723,buffle,negative
1724,bug,negative
1725,buisson,positive
1726,bulbe,negative
1727,bulbeux,negative
1728,bulldozer,negative
1729,bulle,positive
1730,bullet,negative
1731,bulletin,positive
1732,bungalow,positive
1733,bungle,negative
1734,bunker,negative
1735,bureau,positive
1736,bureaucrate,negative
1737,bureaucratie,negative
1738,burgl,negative
1739,burin,negative
1740,buriner,negative
1741,burlesque,positive
1742,buste,positive
1743,but,positive
1744,butane,negative
1745,butyreux,positive
1746,bye,negative
1747,ca,positive
1748,cabale,negative
1749,cabane,positive
1750,cabaret,positive
1751,cabillaud,negative
1752,cabine,positive
1753,cabinet,positive
1754,câble,positive
1755,câbler,positive
1756,cabosser,negative
1757,cabotinage,negative
1758,cabrer,negative
1759,cabriole,positive
1760,cabriolet,positive
1761,caca,negative
1762,cacao,positive
1763,cache,negative
1764,cachemire,positive
1765,cacher,negative
1766,cachot,negative
1767,cacophonie,negative
1768,cadavre,negative
1769,caddie,positive
1770,cadeau,positive
1771,cadenas,negative
1772,cadenasser,negative
1773,cadence,positive
1774,cadencer,positive
1775,cadet,positive
1776,cadran,positive
1777,cadre,positive
1778,caduc,negative
1779,caduque,negative
1780,cafard,negative
1781,café,positive
1782,cafouillage,negative
1783,cafouiller,negative
1784,cafteur,negative
1785,cage,negative
1786,cageot,positive
1787,cahier,positive
1788,cahin-caha,negative
1789,cahoter,negative
1790,caille,negative
1791,cailler,negative
1792,caillot,negative
1793,caillou,positive
1794,caillouteux,negative
1795,cairn,positive
1796,caisse,positive
1797,caissier,positive
1798,cajolerie,positive
1799,calamité,negative
1800,calamiter,negative
1801,calandre,negative
1802,calcaire,negative
1803,calciner,negative
1804,calcul,positive
1805,calculable,positive
1806,calculateur,positive
1807,calculateur|calculatrice,positive
1808,calculer,positive
1809,calculette,positive
1810,calembour,positive
1811,calendrier,positive
1812,calibre,positive
1813,calibrer,positive
1814,calice,positive
1815,calicot,positive
1816,câlin,positive
1817,câliner,positive
1818,câlinerie,positive
1819,câlins,positive
1820,calleux,negative
1821,calligraphie,positive
1822,calme,positive
1823,calmement,positive
1824,calmer,positive
1825,calomnie,negative
1826,calomnier,negative
1827,calomnieux,negative
1828,calorie,negative
1829,calorimètre,positive
1830,calorique,negative
1831,calque,positive
1832,calquer,positive
1833,calvaire,negative
1834,camarade,positive
1835,camaraderie,positive
1836,cambriolage,negative
1837,cambrioler,negative
1838,cambrioleur,negative
1839,cambrure,positive
1840,came,positive
1841,caméléon,positive
1842,camelote,negative
1843,camer,positive
1844,cameraman,positive
1845,caméraman,positive
1846,camion,positive
1847,camionnette,positive
1848,camouflage,negative
1849,camoufler,negative
1850,camouflet,negative
1851,camp,positive
1852,campagne,positive
1853,campement,positive
1854,camper,positive
1855,camping,positive
1856,campus,positive
1857,Camus,negative
1858,canalisation,negative
1859,canapé,positive
1860,canard,positive
1861,canari,positive
1862,cancer,negative
1863,cancre,negative
1864,candidat,positive
1865,candidature,positive
1866,candide,negative
1867,caniche,positive
1868,canidé,positive
1869,canin,positive
1870,canine,positive
1871,caniveau,negative
1872,canneler,positive
1873,cannelle,positive
1874,cannibale,negative
1875,cannibalisme,negative
1876,canoë,positive
1877,canon,negative
1878,canonique,positive
1879,canotage,positive
1880,cantilever,positive
1881,cantine,positive
1882,cantique,positive
1883,canton,positive
1884,cantonnement,negative
1885,canular,negative
1886,canuler,negative
1887,caoutchouc,negative
1888,cap,positive
1889,capable,positive
1890,capacité,positive
1891,capillaire,positive
1892,capitaine,positive
1893,capital,positive
1894,capitale,positive
1895,capitaliste,negative
1896,capitation,negative
1897,capiteux,negative
1898,capitole,positive
1899,capitonnage,positive
1900,capitulation,negative
1901,capituler,negative
1902,caporal,positive
